 母公司	 最終母公司	 NPI/PI	 DRSK'		 產品代碼	 發行人	 證券名稱	 幣別	" 參考賣出價
"		" 參考買入價
"	 前手息	 1日價格變動	 利差	 指標	 五日價格變動			 參考買回殖利率	 參考到期殖利率	" 距買
回年"	" 距到
期年"	 穆迪	 穆迪評價日	 標普	 標普評價日	 惠譽	 惠譽評價日	 票息	 配息頻率	 下一配息日	" 票息
Type"	" 浮動
SPREAD"	" 發行日
Issue Date"	 下一買回日	 到期日	" Bullet/
Callable"	 償債順位	 最小單位	 涉險國家	 行業	 產業	 PERPETUAL	" COCO
SECURITY"	" BASEL
III"	" COCO
ACTION"	" COCO
TRIGGER"	" TRIGGER
LEVEL"	" TRIGGER
TYPE"	 WRITE_DOWN_TYPE	" 美國
所得"	 國家	" OBU之
PI /NPI"	 上季風險	 風險等級	 風險變動	" OBU之
PI /NPI"	 風險等級	 outstanding (MM)	 償債順位
	AT&T Inc	NPI	 	 [NEW-LINE]	 US00206RMT67	 AT&T公司	T 5.4 02/15/34	USD	99.85250854		104.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.247 	94 	T 4 02/15/34	(0.76)			4.78 	4.80 	9.7 	9.9 	Baa2	2023/5/30	BBB	2023/5/30	BBB+	2023/6/21	5.4	2	2024/8/15	FIXED		2023/5/30	2033/11/15	2034/2/15	C	Sr Unsecured	2000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  2,750 	 優先無擔保
				 [NEW-LINE]	 US126650DY37	 CVS保健公司	CVS 5.3 06/01/33	USD	98.311		103.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.212 	95 	T 4 02/15/34	(1.39)			4.76 	4.77 	8.9 	9.2 	Baa2	2023/5/30	BBB	2023/5/30		#VALUE!	5.3	2	2024/6/1	FIXED		2023/5/30	2033/3/1	2033/6/1	C	Sr Unsecured	2000	US	Pharmaceuticals	Consumer, Non-cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  1,250 	 優先無擔保
				 [NEW-LINE]	 US61747YEU55	 摩根士丹利	MS 4.889 07/20/33	USD	95.91777802		101.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.201 						4.75 	4.76 	8.3 	9.3 	A1	2022/7/19	A-	2022/7/19	A+	2022/11/4	4.889	2	2024/7/20	VARIABLE	207.6	2022/7/18	2032/7/20	2033/7/20	C	Sr Unsecured	1000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,000 	 優先無擔保
	Pfizer Inc	NPI	 	 [NEW-LINE]	 US717081EZ22	 輝瑞大藥廠股份有限公司	PFE 2.55 05/28/40	USD	69.72777557		75.3 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.189 	59 	T 4 1/2 02/15/44	(0.79)			4.81 	4.76 	15.7 	16.2 	A2	2023/12/13	A	2023/12/13	Au	2020/5/21	2.55	2	2024/5/28	FIXED		2020/5/18	2039/11/28	2040/5/28	C	Sr Unsecured	2000	US	Pharmaceuticals	Consumer, Non-cyclical	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  1,000 	 優先無擔保
				 [NEW-LINE]	 US22536PAJ03	 法國農業信貸銀行有限責任公司	ACAFP 6.316 10/03/29	USD	102.6668243		107.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.257 						4.47 	4.76 	4.5 	5.5 	A3	2023/9/26	A-	2023/9/25	A+	2023/9/26	6.316	2	2024/4/3	VARIABLE	186	2023/9/25	2028/10/3	2029/10/3	C	Sr Non Preferred	250000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	0	積極型	  1,750 	 主順位非優先受償無擔保
				 [NEW-LINE]	 US22536PAJ03	 法國農業信貸銀行有限責任公司	ACAFP 6.316 10/03/29	USD	102.6668243		107.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.257 						4.47 	4.76 	4.5 	5.5 	A3	2023/9/26	A-	2023/9/25	A+	2023/9/26	6.316	2	2024/4/3	VARIABLE	186	2023/9/25	2028/10/3	2029/10/3	C	Sr Non Preferred	250000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	NPI	積極型	  1,750 	 主順位非優先受償無擔保
				 [NEW-LINE]	 US83368TAW80	 法國興業銀行股份有限公司	SOCGEN 3 01/22/30	USD	85.92631531		91.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.257 							4.75 		5.8 	Baa2	2020/1/20	BBB	2020/5/15	A-	2020/5/28	3	2	2024/7/22	FIXED		2020/1/16		2030/1/22	B	Sr Non Preferred	200000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	NPI	積極型	  1,250 	 主順位非優先受償無擔保
	Verizon Communications Inc	NPI	 	 [NEW-LINE]	 US92343VCV45	 威瑞森電信公司	VZ 4.272 01/15/36	USD	90.481		95.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.198 	85 	T 4 02/15/34	(0.42)				4.74 		11.8 	Baa1	2015/3/16	BBB+	2015/2/11	A-	2015/8/27	4.272	2	2024/7/15	FIXED		2015/7/24		2036/1/15	B	Sr Unsecured	2000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  1,290 	 優先無擔保
				 [NEW-LINE]	 US084664CR08	 波克夏海瑟威金融公司	BRK 4 1/4 01/15/49	USD	87.363		93.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.358 	55 	T 4 3/4 11/15/53	(0.67)			4.74 	4.74 	24.3 	24.8 	Aa2	2019/1/3	AA	2019/1/3	A+u	2022/4/14	4.25	2	2024/7/15	FIXED		2019/1/3	2048/7/15	2049/1/15	C	Sr Unsecured	2000	US	Insurance	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  2,000 	 優先無擔保
				 [NEW-LINE]	 US254687FR23	 華特迪士尼公司	DIS 4 5/8 03/23/40	USD	93.47848511		98.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.187 	51 	T 4 1/2 02/15/44	(0.98)			4.73 	4.73 	15.5 	16.0 	A2	2020/3/19	A-	2023/6/5	A-	2020/5/6	4.625	2	2024/3/23	FIXED		2020/3/19	2039/9/23	2040/3/23	C	Sr Unsecured	2000	US	Media	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  750 	 優先無擔保
				 [NEW-LINE]	 US22535EAG26	 法國農業信貸銀行有限責任公司	ACAFP 5.514 07/05/33	USD	100.6857071		105.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.193 							4.73 		9.3 	Aa3	2023/6/29	A+	2023/6/27	AA-	2023/6/29	5.514	2	2024/7/5	FIXED		2023/6/27		2033/7/5	B	Sr Preferred	250000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	0	穩健型	  750 	 優先無擔保
				 [NEW-LINE]	 US22535EAG26	 法國農業信貸銀行有限責任公司	ACAFP 5.514 07/05/33	USD	100.6857071		105.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.193 							4.73 		9.3 	Aa3	2023/6/29	A+	2023/6/27	AA-	2023/6/29	5.514	2	2024/7/5	FIXED		2023/6/27		2033/7/5	B	Sr Preferred	250000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	NPI	穩健型	  750 	 優先無擔保
				 [NEW-LINE]	 US06051GKY43	 美國銀行	BAC 5.015 07/22/33	USD	96.857		102.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	(0.073)						4.70 	4.72 	8.3 	9.3 	A1	2023/5/3	A-	2022/7/20	AA-	2022/7/22	5.015	2	2024/7/22	VARIABLE	216	2022/7/19	2032/7/22	2033/7/22	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  5,000 	 優先無擔保
				 [NEW-LINE]	 US025816DF35	 美國運通	AXP 5.043 05/01/34	USD	97.502		102.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.172 	88 	T 4 02/15/34	(0.81)			4.69 	4.72 	9.1 	10.1 	A2	2023/4/27	BBB+	2023/4/27	A	2023/5/1	5.043	2	2024/5/1	VARIABLE	183.5	2023/4/26	2033/5/1	2034/5/1	C	Sr Unsecured	2000	US	Diversified Finan Serv	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  1,250 	 優先無擔保
				 [NEW-LINE]	 US035240AM26	 安海斯-布希英博全球公司	ABIBB 4 3/8 04/15/38	USD	91.4 		96.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.235 	78 	T 4 02/15/34	(0.97)			4.72 	4.72 	13.6 	14.1 	A3	2023/3/31	A-	2023/4/21	WD	2022/11/23	4.375	2	2024/4/15	FIXED		2018/3/20	2037/10/15	2038/4/15	C	Sr Unsecured	1000	BE	Beverages	Consumer, Non-cyclical	N								Y	US	NPI	穩健型	保守型	Y	0	積極型	  1,500 	 優先無擔保
				 [NEW-LINE]	 US606822DC52	 三菱UFJ金融集團公司	MUFG 5.406 04/19/34	USD	100.307		105.5 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.353 						4.65 	4.71 	9.1 	10.1 	A1	2023/4/12	A-	2023/4/11	A-	2023/4/11	5.406	2	2024/4/19	VARIABLE	197	2023/4/11	2033/4/19	2034/4/19	C	Sr Unsecured	200000	JP	Banks	Financial	N									JN	NPI	穩健型	保守型	Y	NPI	積極型	  1,000 	 優先無擔保
				 [NEW-LINE]	 US606822CX09	 三菱UFJ金融集團公司	MUFG 5.441 02/22/34	USD	100.7022324		105.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.279 						4.65 	4.71 	8.9 	9.9 	A1	2023/2/16	A-	2023/2/15	A-	2023/2/15	5.441	2	2024/8/22	VARIABLE	163	2023/2/15	2033/2/22	2034/2/22	C	Sr Unsecured	200000	JP	Banks	Financial	N									JN	NPI	穩健型	保守型	Y	NPI	積極型	  1,250 	 優先無擔保
				 [NEW-LINE]	 US606822CR31	 三菱UFJ金融集團公司	MUFG 5.472 09/13/33	USD	100.671257		105.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.161 						4.64 	4.71 	8.5 	9.5 	A1	2022/9/7	A-	2022/9/6	A-	2022/9/6	5.472	2	2024/9/13	VARIABLE	212.5	2022/9/6	2032/9/13	2033/9/13	C	Sr Unsecured	200000	JP	Banks	Financial	N									JN	NPI	穩健型	保守型	Y	NPI	積極型	  750 	 優先無擔保
	Amazon.com Inc	NPI	 	 [NEW-LINE]	 US023135BJ40	 亞馬遜公司	AMZN 4.05 08/22/47	USD	85.087		90.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.238 	43 	T 4 1/2 02/15/44	(1.15)			4.71 	4.70 	22.9 	23.4 	A1	2021/5/10	AA	2021/6/10	AA-	2021/6/7	4.05	2	2024/8/22	FIXED		2018/5/7	2047/2/22	2047/8/22	C	Sr Unsecured	2000	US	Internet	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  3,500 	 優先無擔保
				 [NEW-LINE]	 US86562MCS70	 三井住友金融集團公司	SUMIBK 5.766 01/13/33	USD	102.419		107.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.289 							4.70 		8.8 	A1	2023/1/4	A-	2023/1/4		#VALUE!	5.766	2	2024/7/13	FIXED		2023/1/3		2033/1/13	B	Sr Unsecured	200000	JP	Banks	Financial	N									JN	NPI	穩健型	保守型	Y	NPI	積極型	  1,750 	 優先無擔保
	Apple Inc	NPI	 	 [NEW-LINE]	 US037833EW60	 蘋果公司	AAPL 4.85 05/10/53	USD	96.726		102.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.153 	48 	T 4 3/4 11/15/53	(1.25)			4.69 	4.69 	28.6 	29.1 	Aaa	2023/5/8	AA+	2023/5/8		#VALUE!	4.85	2	2024/5/10	FIXED		2023/5/8	2052/11/10	2053/5/10	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  1,250 	 優先無擔保
				 [NEW-LINE]	 XS2150091739	 渣打集團有限公司	STANLN 4.644 04/01/31	USD	94.55413055		99.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.244 						4.70 	4.69 	6.0 	7.0 	A3	2021/7/13	BBB+	2020/3/27	A	2020/3/27	4.644	2	2024/4/1	VARIABLE	385	2020/3/26	2030/4/1	2031/4/1	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  2,000 	 優先無擔保
				 [NEW-LINE]	 US46647PDH64	 摩根大通銀行	JPM 4.912 07/25/33	USD	96.527		101.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.117 						4.67 	4.69 	8.3 	9.3 	A1	2022/9/29	A-	2022/7/19	AA-	2022/7/25	4.912	2	2024/7/25	VARIABLE	208	2022/7/18	2032/7/25	2033/7/25	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  4,500 	 優先無擔保
				 [NEW-LINE]	 US404280CY37	 匯豐控股有限公司	HSBC 2.871 11/22/32	USD	82.16924286		87.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.243 						4.89 	4.68 	7.7 	8.7 	A3	2021/11/18	A-	2021/11/17	A+	2021/11/18	2.871	2	2024/5/22	VARIABLE	141	2021/11/15	2031/11/22	2032/11/22	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	0	積極型	  1,750 	 優先無擔保
				 [NEW-LINE]	 US639057AK45	 國民西敏集團公開有限公司	NWG 5.808 09/13/29	USD	100.4664993		105.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.229 						4.46 	4.68 	4.5 	5.5 	A3	2023/6/9	BBB+	2023/6/12	A	2023/6/12	5.808	2	2024/9/13	VARIABLE	195	2023/6/8	2028/9/13	2029/9/13	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  1,250 	 優先無擔保
	Apple Inc	NPI	 	 [NEW-LINE]	 US037833BX70	 蘋果公司	AAPL 4.65 02/23/46	USD	94.35542297		99.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.224 	39 	T 4 1/2 02/15/44	(0.90)			4.68 	4.68 	21.4 	21.9 	Aaa	2021/12/21	AA+	2016/2/16		#VALUE!	4.65	2	2024/8/23	FIXED		2016/2/16	2045/8/23	2046/2/23	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  4,000 	 優先無擔保
	Apple Inc	NPI	 	 [NEW-LINE]	 US037833BX70	 蘋果公司	AAPL 4.65 02/23/46	USD	94.35542297		99.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.224 	39 	T 4 1/2 02/15/44	(0.90)			4.68 	4.68 	21.4 	21.9 	Aaa	2021/12/21	AA+	2016/2/16		#VALUE!	4.65	2	2024/8/23	FIXED		2016/2/16	2045/8/23	2046/2/23	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  4,000 	 優先無擔保
				 [NEW-LINE]	 US71568QAN79	 國家電力公司	PLNIJ 3 06/30/30	USD	85.8 		91.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.309 	107 	T 4 1/4 02/28/29	(0.54)			4.74 	4.67 	6.0 	6.3 	Baa2	2020/6/22	BBB	2020/6/22	BBB	2020/6/21	3	2	2024/6/30	FIXED		2020/6/22	2030/3/30	2030/6/30	C	Sr Unsecured	200000	ID	Electric	Utilities	N									ID	NPI	穩健型	保守型	Y	NPI	穩健型	  500 	 優先無擔保
				 [NEW-LINE]	 US09659X2T85	 法國巴黎銀行有限責任公司	BNP 3.132 01/20/33	USD	83.89962769		89.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.273 						4.84 	4.67 	7.8 	8.8 	Baa1	2022/7/5	A-	2022/1/18	A+	2022/9/13	3.132	2	2024/7/20	VARIABLE	156.1	2022/1/12	2032/1/20	2033/1/20	C	Sr Non Preferred	200000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	0	積極型	  1,250 	 主順位非優先受償無擔保
				 [NEW-LINE]	 US09659X2T85	 法國巴黎銀行有限責任公司	BNP 3.132 01/20/33	USD	83.89962769		89.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.273 						4.84 	4.67 	7.8 	8.8 	Baa1	2022/7/5	A-	2022/1/18	A+	2022/9/13	3.132	2	2024/7/20	VARIABLE	156.1	2022/1/12	2032/1/20	2033/1/20	C	Sr Non Preferred	200000	FR	Banks	Financial	N									FR	NPI	穩健型	保守型	Y	0	積極型	  1,250 	 主順位非優先受償無擔保
	Apple Inc	NPI	 	 [NEW-LINE]	 US037833DW79	 蘋果公司	AAPL 2.65 05/11/50	USD	64.67415619		69.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.143 	53 	T 4 3/4 11/15/53	(1.13)			4.70 	4.67 	25.6 	26.1 	Aaa	2021/12/21	AA+	2020/5/4		#VALUE!	2.65	2	2024/5/11	FIXED		2020/5/4	2049/11/11	2050/5/11	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,500 	 優先無擔保
	Amazon.com Inc	NPI	 	 [NEW-LINE]	 US023135AQ91	 亞馬遜公司	AMZN 4.95 12/05/44	USD	98.019		103.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.287 	39 	T 4 1/2 02/15/44	(1.00)			4.66 	4.67 	20.2 	20.7 	A1	2021/5/10	AA	2021/6/10	AA-	2021/6/7	4.95	2	2024/6/5	FIXED		2014/12/2	2044/6/5	2044/12/5	C	Sr Unsecured	2000	US	Internet	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  1,500 	 優先無擔保
	Apple Inc	NPI	 	 [NEW-LINE]	 US037833BH21	 蘋果公司	AAPL 4 3/8 05/13/45	USD	90.89868164		96.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.199 	40 	T 4 1/2 02/15/44	(1.11)				4.67 		21.1 	Aaa	2021/12/21	AA+	2015/5/6		#VALUE!	4.375	2	2024/5/13	FIXED		2015/5/6		2045/5/13	B	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  2,000 	 優先無擔保
				 [NEW-LINE]	 US60687YCR80	 瑞穗金融集團	MIZUHO 5.739 05/27/31	USD	101.2232208		106.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.701 						4.50 	4.64 	6.2 	7.2 	A1	2023/2/22	A-	2023/2/21		#VALUE!	5.739	2	2024/5/27	VARIABLE	165	2023/2/21	2030/5/27	2031/5/27	C	Sr Unsecured	200000	JP	Banks	Financial	N									JN	NPI	穩健型	保守型	Y	0	積極型	  700 	 優先無擔保
				 [NEW-LINE]	 US78009PEH01	 國民西敏集團公開有限公司	NWG 5.076 01/27/30	USD	97.29429626		102.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.233 						4.57 	4.64 	4.9 	5.9 	A3	2022/9/22	BBB+	2023/4/12	A	2018/12/14	5.076	2	2024/7/27	VARIABLE	190.5	2018/9/24	2029/1/27	2030/1/27	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  1,750 	 優先無擔保
				 [NEW-LINE]	 US404280DU06	 匯豐控股有限公司	HSBC 6.161 03/09/29	USD	101.7882614		106.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.221 						4.31 	4.64 	4.0 	5.0 	A3	2023/3/8	A-	2023/3/6	A+	2023/3/6	6.161	2	2024/9/9	VARIABLE	197	2023/3/2	2028/3/9	2029/3/9	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	0	積極型	  2,000 	 優先無擔保
				 [NEW-LINE]	 US46647PDC77	 摩根大通銀行	JPM 4.586 04/26/33	USD	94.436		99.6 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.145 						4.64 	4.64 	8.1 	9.1 	A1	2022/9/29	A-	2022/4/20	AA-	2022/5/3	4.586	2	2024/4/26	VARIABLE	180	2022/4/19	2032/4/26	2033/4/26	C	Sr Unsecured	2000	US	Banks	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	積極型	  2,500 	 優先無擔保
				 [NEW-LINE]	 US31428XAX49	 聯邦快遞公司	FDX 4.9 01/15/34	USD	97.14588165		102.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.314 	78 	T 4 02/15/34	(0.64)				4.63 		9.8 	Baa2	2016/3/15	BBB	2014/1/6		#VALUE!	4.9	2	2024/7/15	FIXED		2014/1/6		2034/1/15	B	Sr Unsecured	2000	US	Transportation	Industrial	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  500 	 優先無擔保
				 [NEW-LINE]	 US037833CH12	 蘋果公司	AAPL 4 1/4 02/09/47	USD	89.209		94.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.205 	34 	T 4 1/2 02/15/44	(1.09)			4.63 	4.62 	22.4 	22.9 	Aaa	2021/12/21	AA+	2017/2/2		#VALUE!	4.25	2	2024/8/9	FIXED		2017/2/2	2046/8/9	2047/2/9	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  1,000 	 優先無擔保
				 [NEW-LINE]	 USQ57085HK32	 麥格理集團有限公司	MQGAU 2.691 06/23/32	USD	81.706		86.9 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.232 						4.86 	4.62 	7.3 	8.3 	A1	2024/3/6	BBB+	2021/6/16	A	2022/10/10	2.691	2	2024/6/23	VARIABLE	144	2021/6/15	2031/6/23	2032/6/23	C	Sr Unsecured	2000	AU	Banks	Financial	N									AU	NPI	穩健型	保守型	Y	NPI	積極型	  1,000 	 優先無擔保
	Apple Inc	NPI	 	 [NEW-LINE]	 US037833AL42	 蘋果公司	AAPL 3.85 05/04/43	USD	85.25450897		90.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.054 	37 	T 4 1/2 02/15/44	(1.10)				4.61 		19.1 	Aaa	2021/12/21	AA+	2013/4/30		#VALUE!	3.85	2	2024/5/4	FIXED		2013/4/30		2043/5/4	B	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  3,000 	 優先無擔保
				 [NEW-LINE]	 US084664BU46	 波克夏海瑟威金融公司	BRK 4.4 05/15/42	USD	91.94710541		97.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.281 	36 	T 4 1/2 02/15/44	(0.78)				4.61 		18.2 	Aa2	2012/5/8	AA	2017/8/22	A+u	2012/5/16	4.4	2	2024/5/15	FIXED		2012/5/8		2042/5/15	B	Sr Unsecured	2000	US	Insurance	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  725 	 優先無擔保
				 [NEW-LINE]	 US639057AG33	 國民西敏集團公開有限公司	NWG 7.472 11/10/26	USD	102.1297989		107.0 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.032 						3.02 	4.61 	1.6 	2.6 	A3	2022/11/4	BBB+	2023/4/12	A	2022/11/4	7.472	2	2024/5/10	VARIABLE	285	2022/11/3	2025/11/10	2026/11/10	C	Sr Unsecured	200000	GB	Banks	Financial	N									EN	NPI	穩健型	保守型	Y	NPI	積極型	  1,500 	 優先無擔保
	Standard Chartered PLC	PI	 	 [NEW-LINE]	 XS2230265246	 渣打集團有限公司	STANLN 3.265 02/18/36	USD	82.357		87.8 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.323 	188 	T 4 1/4 02/28/29	(0.52)			5.48 	4.61 	6.7 	11.9 	Baa2	2020/11/13	BBB-	2020/11/12	BBB+	2020/11/12	3.265	2	2024/8/18	VARIABLE	230	2020/11/10	2030/11/18	2036/2/18	C	Subordinated	200000	GB	Banks	Financial	N		Tier 2							EN	NPI	穩健型	保守型	Y	PI	積極型	  1,250 	 次順位
				 [NEW-LINE]	 US084664BL47	 波克夏海瑟威金融公司	BRK 5 3/4 01/15/40	USD	107.3018417		112.7 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.224 	36 	T 4 1/2 02/15/44	(0.74)				4.61 		15.8 	Aa2	2010/1/6	AA	2017/8/22	A+u	2010/2/10	5.75	2	2024/7/15	FIXED		2010/1/6		2040/1/15	B	Sr Unsecured	2000	US	Insurance	Financial	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  750 	 優先無擔保
	Verizon Communications Inc	NPI	 	 [NEW-LINE]	 US92343VEA89	 威瑞森電信公司	VZ 4 1/2 08/10/33	USD	94.15353394		99.2 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.240 	78 	T 4 02/15/34	(0.62)				4.60 		9.4 	Baa1	2017/8/3	BBB+	2017/9/13	A-	2017/8/1	4.5	2	2024/8/10	FIXED		2017/8/1		2033/8/10	B	Sr Unsecured	2000	US	Telecommunications	Communications	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  2,137 	 優先無擔保
	HP Inc	NPI	 	 [NEW-LINE]	 US40434LAL99	 惠普公司	HPQ 4.2 04/15/32	USD	92.22119141		97.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.211 	85 	T 4 02/15/34	(0.50)			4.61 	4.60 	7.8 	8.1 	Baa2	2022/4/4	BBB	2022/3/29	BBB+	2022/3/29	4.2	2	2024/4/15	FIXED		2022/3/29	2032/1/15	2032/4/15	C	Sr Unsecured	2000	US	Computers	Technology	N								Y	US	NPI	穩健型	保守型	Y	NPI	穩健型	  676 	 優先無擔保
				 [NEW-LINE]	 US09660V2A05	 法國巴黎銀行有限責任公司	BNP 4 3/8 03/01/33	USD	93.33560944		98.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.143 						4.82 	4.59 	3.9 	8.9 	Baa2	2022/7/5	BBB+	2018/2/28	A-	2020/10/12	4.375	2	2024/9/1	VARIABLE	148.3	2018/2/22	2028/3/1	2033/3/1	C	Subordinated	200000	FR	Banks	Financial	N		Tier 2							FR	NPI	穩健型	保守型	Y	PI	積極型	  1,250 	 次順位
				 [NEW-LINE]	 US09660V2A05	 法國巴黎銀行有限責任公司	BNP 4 3/8 03/01/33	USD	93.33560944		98.4 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.143 						4.82 	4.59 	3.9 	8.9 	Baa2	2022/7/5	BBB+	2018/2/28	A-	2020/10/12	4.375	2	2024/9/1	VARIABLE	148.3	2018/2/22	2028/3/1	2033/3/1	C	Subordinated	200000	FR	Banks	Financial	N		Tier 2							FR	NPI	穩健型	保守型	Y	PI	積極型	  1,250 	 次順位
	Westpac Banking Corp	PI	 	 [NEW-LINE]	 US961214EF61	 西太平洋銀行公司	WSTP 4.11 07/24/34	USD	91.0686264		96.1 	#N/A Optional parameter [SETTLE_DT] has invalid date format	0.212 	144 	T 4 1/4 02/28/29	(0.37)			4.95 	4.59 	5.3 	10.3 	A3	2024/3/6	BBB+	2019/10/24	A-	2020/4/7	4.11	2	2024/7/24	VARIABLE	200	2019/7/15	2029/7/24	2034/7/24	C	Subordinated	2000	AU	Banks	Financial	N		Tier 2	Equity Conversion			Discretionary			AU	NPI	穩健型	保守型	Y	PI	積極型	  1,250 	 次順位
